Incident Id,Call Type,Date,Location,Incident Number
576,Domestic Disturbance,10/01/2011 07:10:00 PM,Park St,11BU023135
584,Traffic,10/01/2011 08:58:00 PM,S Winooski Ave/Bank St,11BU023143
586,Intoxication,10/01/2011 09:13:00 PM,Pearl St,11BU023145
587,Noise,10/01/2011 09:25:00 PM,No Willard St,11BU023146
591,Noise,10/01/2011 10:03:00 PM,Peru St,11BU023150
592,Traffic,10/01/2011 10:32:00 PM,Pine St/Locust St,11BU023151
595,Intoxication,10/01/2011 10:53:00 PM,Colchester Ave,11BU023154
599,Traffic,10/01/2011 11:40:00 PM,S Winooski Ave/Bank St,11BU023158
602,Noise,10/02/2011 12:02:00 AM,North St/N Winooski Ave,11BU023161
603,Assault - Simple,10/02/2011 12:10:00 AM,Converse Ct,11BU023162
604,Noise,10/02/2011 12:25:00 AM,School St,11BU023163
605,Traffic,10/02/2011 12:29:00 AM,S Prospect St/Maple St,11BU023164
607,Noise,10/02/2011 12:38:00 AM,Brooks Ave,11BU023166
608,Noise,10/02/2011 12:43:00 AM,S Union St/Buell St,11BU023167
609,Ordinance Violation - Other,10/02/2011 01:26:00 AM,Isham St,11BU023168
612,Intoxication,10/02/2011 01:40:00 AM,North St/N Winooski Ave,11BU023171
613,Noise,10/02/2011 01:49:00 AM,Isham St,11BU023172
618,Noise,10/02/2011 02:52:00 AM,Buell St,11BU023177
619,Domestic Disturbance,10/02/2011 02:53:00 AM,Hayward St/Marble Ave,11BU023178
620,Trespass,10/02/2011 04:59:00 AM,Cherry St,11BU023179
633,Traffic,10/02/2011 11:46:00 AM,Riverside Avenue,11BU023192
637,Traffic,10/02/2011 02:12:00 PM,Pearl St/Clark St,11BU023196
644,Mental Health Issue,10/02/2011 05:40:00 PM,Church St,11BU023203
647,Intoxication,10/02/2011 07:01:00 PM,Pearl St,11BU023206
650,Trespass,10/02/2011 07:38:00 PM,North St,11BU023209
652,Traffic,10/02/2011 07:48:00 PM,St Paul St/Catherine St,11BU023211
662,Noise,10/03/2011 02:41:00 AM,Pearl St,11BU023221
663,Noise,10/03/2011 02:45:00 AM,Pearl St/Orchard Terr,11BU023222
665,Noise,10/03/2011 03:33:00 AM,North Ave,11BU023224
670,Vandalism,10/03/2011 06:46:00 AM,S Willard St,11BU023229
675,Traffic,10/03/2011 09:01:00 AM,North St/N Winooski Ave,11BU023234
676,Vandalism,10/03/2011 09:07:00 AM,Archibald St,11BU023235
687,Traffic,10/03/2011 11:10:00 AM,S Prospect St/Ledge Rd,11BU023246
704,Traffic,10/03/2011 01:17:00 PM,Prospect Pkwy/Crescent Rd,11BU023263
714,Ordinance Violation - Other,10/03/2011 03:21:00 PM,Monroe St/George St,11BU023273
718,Traffic,10/03/2011 04:12:00 PM,N Willard St/Pomeroy St,11BU023277
719,Traffic,10/03/2011 04:14:00 PM,Manhattan Dr/Rose St,11BU023278
722,Domestic Disturbance,10/03/2011 04:44:00 PM,Loomis St,11BU023281
723,Traffic,10/03/2011 04:47:00 PM,Main St/Battery St,11BU023282
724,Vandalism,10/03/2011 04:50:00 PM,N Champlain St,11BU023283
726,Domestic Disturbance,10/03/2011 05:00:00 PM,Baird St,11BU023285
728,Trespass,10/03/2011 05:04:00 PM,S Winooski Ave,11BU023287
732,Traffic,10/03/2011 05:36:00 PM,Battery St/main St,11BU023291
737,Trespass,10/03/2011 06:23:00 PM,Clarke St,11BU023296
741,Traffic,10/03/2011 07:22:00 PM,North Ave/cayuga Ct,11BU023300
742,Traffic,10/03/2011 07:45:00 PM,North Ave/staniford Rd,11BU023301
748,Traffic,10/03/2011 09:19:00 PM,Archibald St/hyde St,11BU023307
749,Vandalism,10/03/2011 09:29:00 PM,Colchester Ave,11BU023308
751,Trespass,10/03/2011 11:02:00 PM,George St,11BU023310
752,Traffic,10/03/2011 11:29:00 PM,Colchester Ave/east Ave,11BU023311
754,Traffic,10/03/2011 11:42:00 PM,Colchester Ave/mansfield Ave,11BU023313
756,Trespass,10/04/2011 01:01:00 AM,King St,11BU023315
757,Traffic,10/04/2011 01:33:00 AM,Colchester Ave/mansfield Ave,11BU023316
759,Traffic,10/04/2011 02:11:00 AM,Intervale Ave/archibald St,11BU023318
761,Burglary,10/04/2011 03:16:00 AM,Intervale Ave,11BU023320
762,Noise,10/04/2011 04:01:00 AM,Pearl St,11BU023321
766,Traffic,10/04/2011 07:30:00 AM,Main St/church St,11BU023325
767,Traffic,10/04/2011 07:39:00 AM,East Ave/university Rd,11BU023326
768,Assault - Aggravated,10/04/2011 07:40:00 AM,North A,11BU023327
771,Traffic,10/04/2011 08:16:00 AM,Battery St/cherry St,11BU023330
773,Assault - Simple,10/04/2011 08:31:00 AM,N Winooski Ave,11BU023332
774,Burglary,10/04/2011 08:54:00 AM,North Ave,11BU023333
784,Trespass,10/04/2011 11:21:00 AM,King St,11BU023343
785,Vandalism,10/04/2011 11:30:00 AM,Rose St,11BU023344
789,Stolen Vehicle,10/04/2011 12:02:00 PM,North St,11BU023348
790,Traffic,10/04/2011 12:23:00 PM,Shelburne Rd/189,11BU023349
791,Mental Health Issue,10/04/2011 12:35:00 PM,Maple St,11BU023350
793,Traffic,10/04/2011 12:38:00 PM,Shelburne Rd/home Ave,11BU023352
795,Assault - Simple,10/04/2011 12:55:00 PM,Convent Sq,11BU023354
802,Burglary,10/04/2011 01:46:00 PM,N Champlain St,11BU023361
803,Intoxication,10/04/2011 01:50:00 PM,Pearl St,11BU023362
804,Ordinance Violation - Other,10/04/2011 02:39:00 PM,Pearl St/battery St,11BU023363
810,Traffic,10/04/2011 03:45:00 PM,Pearl St/willard St,11BU023369
811,Traffic,10/04/2011 04:14:00 PM,Pearl St/prospect St,11BU023370
814,Traffic,10/04/2011 04:44:00 PM,Pearl St/battery St,11BU023373
815,Intoxication,10/04/2011 04:54:00 PM,City Hall Park,11BU023374
816,Ordinance Violation - Other,10/04/2011 04:57:00 PM,Church St / College St,11BU023375
818,Trespass,10/04/2011 05:19:00 PM,Pine St,11BU023377
822,Intoxication,10/04/2011 05:42:00 PM,Colchester Ave,11BU023381
825,Intoxication,10/04/2011 06:00:00 PM,Colchester Ave,11BU023384
828,Traffic,10/04/2011 07:19:00 PM,Pine St/home Ave,11BU023387
829,Domestic Disturbance,10/04/2011 07:35:00 PM,Ethan Allen Pkwy,11BU023388
833,Traffic,10/04/2011 08:24:00 PM,Main St/s Willard St,11BU023392
834,Domestic Disturbance,10/04/2011 08:44:00 PM,Northgate Rd,11BU023393
835,Traffic,10/04/2011 08:46:00 PM,Hyde St,11BU023394
840,Traffic,10/04/2011 10:04:00 PM,St Paul St/maple St,11BU023399
843,Traffic,10/04/2011 10:20:00 PM,Pine St/ Locust St.,11BU023402
845,Traffic,10/04/2011 10:53:00 PM,N Winooski Ave/archibald St,11BU023404
848,Traffic,10/04/2011 11:25:00 PM,Pine St / Queen City Park,11BU023407
852,Traffic,10/05/2011 12:14:00 AM,Pearl St/battery St,11BU023411
854,Traffic,10/05/2011 12:21:00 AM,Pine St/home Ave,11BU023413
855,Noise,10/05/2011 12:39:00 AM,Ledge Rd,11BU023414
857,Noise,10/05/2011 02:18:00 AM,Lake St,11BU023416
859,Traffic,10/05/2011 02:38:00 AM,Winooski Falls Way,11BU023418
866,Traffic,10/05/2011 09:54:00 AM,Shelburne Rd/s Prospect St,11BU023425
874,Traffic,10/05/2011 12:49:00 PM,North Ave/browe Ct,11BU023433
876,Ordinance Violation - Other,10/05/2011 01:00:00 PM,Church St,11BU023435
877,Intoxication,10/05/2011 01:13:00 PM,Main St,11BU023436
880,Ordinance Violation - Other,10/05/2011 01:40:00 PM,Center St,11BU023439
883,Ordinance Violation - Other,10/05/2011 02:09:00 PM,Church St,11BU023442
884,Ordinance Violation - Other,10/05/2011 02:35:00 PM,Pearl St/church St,11BU023443
892,Robbery,10/05/2011 03:05:00 PM,Pearl St/church St,11BU023445
895,Domestic Disturbance,10/05/2011 04:11:00 PM,Peru St,11BU023448
898,Ordinance Violation - Other,10/05/2011 04:57:00 PM,Pearl St/battery St,11BU023451
902,Intoxication,10/05/2011 05:31:00 PM,Pearl St,11BU023455
908,Burglary,10/05/2011 06:14:00 PM,S Winooski Ave,11BU023461
914,Trespass,10/05/2011 08:37:00 PM,Pine St,11BU023467
915,Traffic,10/05/2011 08:38:00 PM,St Paul St/king St,11BU023468
919,Traffic,10/05/2011 09:40:00 PM,North Ave/poirier Pl,11BU023472
920,Assault - Simple,10/05/2011 10:05:00 PM,Pine St,11BU023473
922,Noise,10/05/2011 10:18:00 PM,Church St,11BU023475
924,Noise,10/05/2011 11:36:00 PM,North Ave,11BU023477
926,Traffic,10/05/2011 11:57:00 PM,Main St/s Winooski Ave,11BU023479
931,Domestic Disturbance,10/06/2011 06:40:00 AM,Converse Ct,11BU023484
938,Trespass,10/06/2011 09:09:00 AM,Pine St,11BU023491
939,Burglary,10/06/2011 09:23:00 AM,S Union St,11BU023492
940,Ordinance Violation - Other,10/06/2011 09:59:00 AM,Battery St,11BU023493
941,Ordinance Violation - Other,10/06/2011 10:03:00 AM,Pearl St/battery St,11BU023494
943,Ordinance Violation - Other,10/06/2011 10:04:00 AM,College St/church St,11BU023496
956,Mental Health Issue,10/06/2011 02:10:00 PM,Church St/cherry St,11BU023509
957,Vandalism,10/05/2011 01:53:00 PM,Austin Dr,11BU023510
964,Trespass,10/06/2011 02:31:00 PM,Pine St,11BU023517
965,Burglary,10/06/2011 02:33:00 PM,Monroe St,11BU023518
968,Intoxication,10/06/2011 03:03:00 PM,Pearl St,11BU023521
970,Burglary,10/06/2011 03:17:00 PM,Maple St,11BU023523
974,Traffic,10/06/2011 03:53:00 PM,Pine St / Maple St,11BU023527
976,Burglary,10/06/2011 04:27:00 PM,Maple St,11BU023529
979,Ordinance Violation - Other,10/06/2011 04:38:00 PM,Cherry St,11BU023532
980,Trespass,10/06/2011 04:41:00 PM,Bank St,11BU023533
991,Ordinance Violation - Other,10/06/2011 06:04:00 PM,Main St/church St,11BU023544
994,Traffic,10/06/2011 07:09:00 PM,College St/s Union St,11BU023547
995,Traffic,10/06/2011 07:17:00 PM,Pearl St/n Champlain St,11BU023548
998,Traffic,10/06/2011 07:43:00 PM,Pearl St/university Pl,11BU023551
1001,Traffic,10/06/2011 08:34:00 PM,Pine St/ferguson Ave,11BU023554
1009,Traffic,10/06/2011 11:06:00 PM,North Ave/ave C,11BU023562
1010,Noise,10/06/2011 11:41:00 PM,Cliff St,11BU023563
1011,Assault - Simple,10/06/2011 11:46:00 PM,N Champlain St/monroe St,11BU023564
1012,Trespass,10/06/2011 11:59:00 PM,Church St,11BU023565
1019,Intoxication,10/07/2011 06:19:00 AM,N Champlain St/monroe St,11BU023572
1020,Trespass,10/07/2011 06:42:00 AM,College St,11BU023573
1021,Trespass,10/07/2011 07:11:00 AM,Prospect Parkway,11BU023574
1024,Trespass,10/07/2011 08:36:00 AM,S Union St,11BU023577
1028,Vandalism,10/07/2011 09:09:00 AM,North Ave,11BU023581
1031,Traffic,10/07/2011 09:54:00 AM,St Mary St/oak St,11BU023584
1036,Assault - Simple,10/07/2011 11:34:00 AM,George St,11BU023589
1042,Burglary,10/07/2011 12:34:00 PM,Pine St,11BU023595
1048,Domestic Disturbance,10/07/2011 02:02:00 PM,Church St,11BU023601
1052,Traffic,10/07/2011 03:09:00 PM,S Union St/adams St,11BU023605
1054,Burglary,10/07/2011 03:22:00 PM,Harrington Terr,11BU023607
1055,Burglary,10/07/2011 03:29:00 PM,Intervale Rd,11BU023608
1059,Ordinance Violation - Other,10/07/2011 04:05:00 PM,Church St/cherry St,11BU023612
1060,Burglary,10/07/2011 04:13:00 PM,Archibald St,11BU023613
1068,Intoxication,10/07/2011 05:41:00 PM,S Winooski Ave,11BU023621
1071,Traffic,10/07/2011 06:27:00 PM,Riverside Ave/hyde St,11BU023624
1074,Domestic Disturbance,10/07/2011 06:42:00 PM,S Willard St,11BU023627
1075,Intoxication,10/07/2011 06:44:00 PM,Colchester Ave,11BU023628
1079,Intoxication,10/07/2011 06:59:00 PM,Pearl St,11BU023632
1080,Domestic Disturbance,10/07/2011 07:10:00 PM,Church St,11BU023633
1081,Domestic Disturbance,10/07/2011 07:11:00 PM,Roosevelt Park,11BU023634
1082,Ordinance Violation - Other,10/07/2011 08:54:00 PM,N Union St/grant St,11BU023635
1084,Ordinance Violation - Other,10/07/2011 09:28:00 PM,City Hall Park,11BU023637
1086,Traffic,10/07/2011 09:51:00 PM,N Willard St/pomeroy St,11BU023639
1087,Intoxication,10/07/2011 10:16:00 PM,Colchester Ave,11BU023640
1089,Noise,10/07/2011 10:39:00 PM,N Champlain St,11BU023642
1090,Traffic,10/07/2011 10:47:00 PM,Pearl St/union St,11BU023643
1093,Traffic,10/07/2011 11:43:00 PM,Manhattan Dr/rose St,11BU023646
1094,Ordinance Violation - Other,10/07/2011 11:59:00 PM,S Willard St,11BU023647
1095,Noise,10/08/2011 12:06:00 AM,Hickok Pl,11BU023648
1096,Ordinance Violation - Other,10/08/2011 12:08:00 AM,S Willard St,11BU023649
1097,Vandalism,10/08/2011 12:13:00 AM,Lake St/depot St,11BU023650
1100,Intoxication,10/08/2011 12:20:00 AM,Colchester Ave,11BU023653
1101,Intoxication,10/08/2011 12:20:00 AM,Pearl St,11BU023654
1103,Noise,10/08/2011 12:23:00 AM,College St,11BU023656
1104,Noise,10/08/2011 12:26:00 AM,Pearl St,11BU023657
1105,Noise,10/08/2011 12:27:00 AM,Brooks Ave,11BU023658
1106,Noise,10/08/2011 12:40:00 AM,Rose St,11BU023659
1108,Noise,10/08/2011 01:17:00 AM,Main St,11BU023661
1109,Noise,10/08/2011 01:30:00 AM,S Williams St,11BU023662
1111,Intoxication,10/08/2011 02:15:00 AM,S Winooski Ave,11BU023664
1115,Intoxication,10/08/2011 02:32:00 AM,Colchester Ave,11BU023668
1119,Vandalism,10/08/2011 08:19:00 AM,Shelburne Rd,11BU023672
1121,Assault - Simple,10/08/2011 09:34:00 AM,Glen Rd,11BU023674
1122,Domestic Disturbance,10/08/2011 09:40:00 AM,S Prospect St,11BU023675
1124,Traffic,10/08/2011 10:35:00 AM,Pine St/lakeside Ave,11BU023677
1126,Traffic,10/08/2011 11:24:00 AM,S Willard St/cliff St,11BU023679
1128,Traffic,10/08/2011 11:45:00 AM,Pine St/lakeside Ave,11BU023681
1137,Domestic Disturbance,10/08/2011 02:25:00 PM,Park St,11BU023690
1139,Noise,10/08/2011 02:30:00 PM,Intervale Ave,11BU023692
1141,Intoxication,10/08/2011 02:35:00 PM,Pearl St,11BU023694
1142,Domestic Disturbance,10/08/2011 02:36:00 PM,Park St,11BU023695
1143,Intoxication,10/08/2011 03:04:00 PM,Cherry St,11BU023696
1146,Intoxication,10/08/2011 04:19:00 PM,Pearl St,11BU023699
1151,Domestic Disturbance,10/08/2011 05:28:00 PM,Pine St/bank St,11BU023704
1154,Traffic,10/08/2011 05:58:00 PM,Elmwood Ave/allen St,11BU023707
1155,Traffic,10/08/2011 06:36:00 PM,N Winooski Ave/archibald St,11BU023708
1156,Traffic,10/08/2011 06:42:00 PM,Elmwood Ave/grant St,11BU023709
1158,Traffic,10/08/2011 06:51:00 PM,College St / Battery St,11BU023711
1159,Traffic,10/08/2011 07:03:00 PM,East Ave/case Pkwy,11BU023712
1161,Traffic,10/08/2011 08:22:00 PM,Main St/university Terr,11BU023714
1162,Domestic Disturbance,10/08/2011 08:41:00 PM,Northgate Rd,11BU023715
1164,Intoxication,10/08/2011 09:06:00 PM,Church St/cherry St,11BU023717
1166,Intoxication,10/08/2011 09:36:00 PM,Buell St/hungerford Terr,11BU023719
1167,Noise,10/08/2011 09:43:00 PM,N Winooski Ave,11BU023720
1168,Ordinance Violation - Other,10/08/2011 09:50:00 PM,Industrial Pkwy,11BU023721
1170,Noise,10/08/2011 10:07:00 PM,N Winooski Ave,11BU023723
1175,Noise,10/08/2011 11:14:00 PM,Waterfront Park,11BU023728
1176,Noise,10/08/2011 11:21:00 PM,School St,11BU023729
1178,Intoxication,10/08/2011 11:29:00 PM,Colchester Ave,11BU023731
1181,Intoxication,10/08/2011 11:51:00 PM,Colchester Ave,11BU023734
1182,Traffic,10/08/2011 11:57:00 PM,St Paul St/howard St,11BU023735
1184,Noise,10/09/2011 12:16:00 AM,North St/pitkin St,11BU023737
1187,Noise,10/09/2011 12:53:00 AM,School St,11BU023740
1188,Noise,10/09/2011 01:04:00 AM,North St/n Willard St,11BU023741
1189,Traffic,10/09/2011 01:10:00 AM,Shelburne Rd/farrell St,11BU023742
1190,Traffic,10/09/2011 01:15:00 AM,Main St/st Paul St,11BU023743
1191,Intoxication,10/09/2011 01:20:00 AM,S Winooski Ave/college St,11BU023744
1193,Noise,10/09/2011 01:30:00 AM,Greene St,11BU023746
1195,Trespass,10/09/2011 01:52:00 AM,Church St,11BU023748
1196,Intoxication,10/09/2011 01:59:00 AM,Colchester Ave,11BU023749
1197,Intoxication,10/09/2011 02:04:00 AM,Colchester Ave,11BU023750
1201,Trespass,10/09/2011 02:17:00 AM,Church St,11BU023754
1202,Intoxication,10/09/2011 02:21:00 AM,S Winooski Ave/maple St,11BU023755
1203,Intoxication,10/09/2011 02:40:00 AM,Colchester Ave,11BU023756
1204,Intoxication,10/09/2011 02:43:00 AM,Colchester Ave,11BU023757
1205,Trespass,10/09/2011 02:51:00 AM,St Paul St,11BU023758
1206,Traffic,10/09/2011 03:12:00 AM,Main St/s Winooski Ave,11BU023759
1207,Vandalism,10/09/2011 03:29:00 AM,St Paul St,11BU023760
1210,Noise,10/09/2011 03:58:00 AM,N Winooski Ave,11BU023763
1215,Assault - Simple,10/09/2011 08:38:00 AM,Pine St,11BU023768
1218,Intoxication,10/09/2011 09:14:00 AM,Cherry St,11BU023771
1223,Traffic,10/09/2011 10:51:00 AM,Shelburne Rd,11BU023776
1224,Traffic,10/09/2011 11:10:00 AM,College St/battery St,11BU023777
1226,Traffic,10/09/2011 11:39:00 AM,Pine St/pine Pl,11BU023779
1228,Traffic,10/09/2011 12:10:00 PM,Shelburne Rd/lyman Ave,11BU023781
1234,Burglary,10/09/2011 01:00:00 PM,Rose St,11BU023787
1235,Traffic,10/09/2011 01:00:00 PM,Church St/cherry St,11BU023788
1243,Intoxication,10/09/2011 02:06:00 PM,Manhattan Dr,11BU023796
1244,Traffic,10/09/2011 02:30:00 PM,Church St/college St,11BU023797
1246,Traffic,10/09/2011 03:13:00 PM,S Union St/bayview St,11BU023799
1249,Ordinance Violation - Other,10/09/2011 03:31:00 PM,Main St/st Paul St,11BU023802
1250,Traffic,10/09/2011 03:37:00 PM,Riverside Ave/colchester Ave,11BU023803
1252,Vandalism,10/09/2011 04:12:00 PM,Church St/maple St,11BU023805
1253,Mental Health Issue,10/09/2011 04:14:00 PM,North St,11BU023806
1255,Intoxication,10/09/2011 05:11:00 PM,Main St,11BU023808
1256,Vandalism,10/09/2011 05:16:00 PM,Riverside Ave,11BU023809
1257,Intoxication,10/09/2011 05:28:00 PM,Colchester Ave,11BU023810
1261,Intoxication,10/09/2011 05:49:00 PM,Pearl St,11BU023814
1263,Traffic,10/09/2011 06:58:00 PM,Rt 127/plattsburgh Ave,11BU023816
1266,Mental Health Issue,10/09/2011 07:19:00 PM,Pine St,11BU023819
1268,Mental Health Issue,10/09/2011 07:55:00 PM,North Ave/north St,11BU023821
1270,Domestic Disturbance,10/09/2011 08:07:00 PM,School St,11BU023823
1273,Noise,10/09/2011 08:42:00 PM,Bright St,11BU023826
1275,Traffic,10/09/2011 08:49:00 PM,Battery St,11BU023828
1277,Noise,10/09/2011 09:25:00 PM,Bright St,11BU023830
1279,Traffic,10/09/2011 09:45:00 PM,Loomis St/school St,11BU023832
1280,Traffic,10/09/2011 09:45:00 PM,North Ave/institute Rd,11BU023833
1281,Vandalism,10/09/2011 10:06:00 PM,Pearl St/green St,11BU023834
1282,Ordinance Violation - Other,10/09/2011 10:20:00 PM,Bright St,11BU023835
1283,Vandalism,10/09/2011 10:35:00 PM,St Paul St/cherry St,11BU023836
1284,Traffic,10/09/2011 10:59:00 PM,S Willard St/chittenden Dr,11BU023837
1289,Traffic,10/10/2011 12:29:00 AM,Battery St/cherry St,11BU023842
1290,Traffic,10/10/2011 12:40:00 AM,Intervale Ave/archibald St,11BU023843
1293,Trespass,10/10/2011 01:40:00 AM,Allen St,11BU023846
1294,Ordinance Violation - Other,10/10/2011 01:44:00 AM,S Winooski Ave,11BU023847
1297,Domestic Disturbance,10/10/2011 02:42:00 AM,Elmwood Ave,11BU023850
1298,Assault - Simple,10/10/2011 04:41:00 AM,Main St,11BU023851
1299,Noise,10/10/2011 05:24:00 AM,Battery St/maple St,11BU023852
1304,Vandalism,10/10/2011 07:28:00 AM,Green St,11BU023857
1309,Ordinance Violation - Other,10/10/2011 08:45:00 AM,City Hall Park,11BU023862
1318,Traffic,10/10/2011 10:26:00 AM,Riverside Ave/n Prospect St,11BU023871
1323,Vandalism,10/10/2011 11:18:00 AM,S Winooski Avenue,11BU023876
1327,Traffic,10/10/2011 11:41:00 AM,North Ave / North St,11BU023880
1331,Ordinance Violation - Other,10/10/2011 12:26:00 PM,North St,11BU023884
1332,Ordinance Violation - Other,10/10/2011 12:31:00 PM,Cherry St,11BU023885
1344,Ordinance Violation - Other,10/10/2011 01:41:00 PM,Main St,11BU023897
1348,Trespass,10/10/2011 02:02:00 PM,Elmwood Ave,11BU023901
1351,Ordinance Violation - Other,10/10/2011 02:13:00 PM,N Winooski Ave,11BU023904
1359,Traffic,10/10/2011 04:03:00 PM,North Ave/institute Rd,11BU023912
1360,Intoxication,10/10/2011 04:12:00 PM,Battery Park,11BU023913
1364,Burglary,10/10/2011 04:30:00 PM,Hungerford Terrace,11BU023917
1372,Assault - Simple,10/10/2011 05:14:00 PM,Chase St,11BU023924
1374,Ordinance Violation - Other,10/10/2011 06:05:00 PM,City Hall Park,11BU023926
1375,Ordinance Violation - Other,10/10/2011 06:08:00 PM,Battery Park,11BU023927
1376,Burglary,10/10/2011 06:08:00 PM,Cross Pky,11BU023928
1378,Mental Health Issue,10/10/2011 06:26:00 PM,Pearl St,11BU023930
1381,Noise,10/10/2011 06:51:00 PM,Green Acres Dr,11BU023933
1382,Traffic,10/10/2011 06:56:00 PM,College St/pine St,11BU023934
1383,Traffic,10/10/2011 07:05:00 PM,Shelburne Rd/prospect Pkwy,11BU023935
1384,Assault - Simple,10/10/2011 07:08:00 PM,N Champlain St,11BU023936
1386,Traffic,10/10/2011 07:44:00 PM,Shelburne Rd/ferguson Ave,11BU023938
1393,Traffic,10/10/2011 08:26:00 PM,Main St/battery St,11BU023945
1395,Traffic,10/10/2011 08:49:00 PM,Pine St/maple St,11BU023947
1397,Trespass,10/10/2011 09:21:00 PM,N Willard St,11BU023949
1398,Traffic,10/10/2011 09:35:00 PM,S Willard St/cliff St,11BU023950
1403,Domestic Disturbance,10/10/2011 10:29:00 PM,N Winooski Ave,11BU023955
1404,Noise,10/10/2011 11:38:00 PM,College St,11BU023956
1406,Traffic,10/11/2011 12:38:00 AM,Pine St/lakeside Ave,11BU023958
1407,Traffic,10/11/2011 12:40:00 AM,Main St/pine St,11BU023959
1410,Traffic,10/11/2011 01:26:00 AM,Peru St/johnson St,11BU023962
1411,Traffic,10/11/2011 01:55:00 AM,North Ave/starr Farm Rd,11BU023963
1414,Traffic,10/11/2011 08:15:00 AM,Pearl St/handy Ct,11BU023966
1417,Domestic Disturbance,10/11/2011 10:10:00 AM,North St,11BU023969
1420,Trespass,10/11/2011 09:58:00 AM,Church St,11BU023972
1421,Larceny - from Building,10/06/2011 02:59:00 PM,Church St,11BU023973
1423,Noise,10/11/2011 10:39:00 AM,Pearl St,11BU023975
1429,Intoxication,10/11/2011 11:10:00 AM,City Hall Park,11BU023981
1432,Mental Health Issue,10/11/2011 11:31:00 AM,Church St,11BU023984
1442,Burglary,10/11/2011 01:31:00 PM,S Willard St,11BU023994
1445,Vandalism,10/10/2011 07:56:00 AM,Elmwood Av,11BU023997
1450,Intoxication,10/11/2011 03:22:00 PM,City Hall Park,11BU024002
1452,Mental Health Issue,10/11/2011 03:49:00 PM,Pine St,11BU024004
1460,Intoxication,10/11/2011 04:30:00 PM,North Ave,11BU024012
1468,Vandalism,10/11/2011 05:35:00 PM,S Willard St/maple St,11BU024020
1472,Traffic,10/11/2011 06:43:00 PM,Battery St/college St,11BU024024
1477,Traffic,10/11/2011 08:10:00 PM,St Paul St/howard St,11BU024029
1480,Traffic,10/11/2011 08:36:00 PM,Riverside Ave/intervale Rd,11BU024032
1482,Assault - Simple,10/11/2011 09:03:00 PM,Cherry St,11BU024034
1483,Traffic,10/11/2011 09:32:00 PM,St Paul St/maple St,11BU024035
1484,Traffic,10/11/2011 09:46:00 PM,N Winooski Ave/n Union St,11BU024036
1486,Traffic,10/11/2011 09:51:00 PM,N Winooski Av/grant St,11BU024038
1487,Trespass,10/11/2011 09:55:00 PM,Colchester Ave,11BU024039
1495,Traffic,10/11/2011 11:31:00 PM,College St/williams St,11BU024047
1496,Traffic,10/11/2011 11:47:00 PM,Johnson St/peru St,11BU024048
1498,Noise,10/12/2011 12:22:00 AM,Clarke St,11BU024050
1499,Intoxication,10/12/2011 12:47:00 AM,Henry St,11BU024051
1500,Mental Health Issue,10/12/2011 01:21:00 AM,Colchester Ave,11BU024052
1501,Noise,10/12/2011 01:41:00 AM,34 1/2 Grant St,11BU024053
1503,Noise,10/12/2011 05:10:00 AM,Railway Lane,11BU024055
1505,Burglary,10/12/2011 02:21:00 AM,Pearl St,11BU024057
1506,Noise,10/12/2011 02:22:00 AM,S Winooski Ave,11BU024058
1507,Noise,10/12/2011 05:31:00 AM,Loomis St,11BU024059
1508,Noise,10/12/2011 06:21:00 AM,Lake St,11BU024060
1509,Noise,10/12/2011 06:48:00 AM,North Avenue,11BU024061
1513,Trespass,10/12/2011 08:21:00 AM,Pine St,11BU024065
1514,Mental Health Issue,10/12/2011 08:29:00 AM,North St,11BU024066
1515,Domestic Disturbance,10/12/2011 08:35:00 AM,Cedar St,11BU024067
1516,Traffic,10/12/2011 08:55:00 AM,S Winooski Ave/college St,11BU024068
1522,Traffic,10/12/2011 10:06:00 AM,Main St/university Hgts,11BU024074
1524,Traffic,10/12/2011 10:20:00 AM,East Ave/carrigan Dr,11BU024076
1525,Traffic,10/12/2011 10:32:00 AM,Main St/s Willard St,11BU024077
1528,Vandalism,10/12/2011 10:53:00 AM,College St,11BU024080
1529,Traffic,10/12/2011 10:53:00 AM,Route 127,11BU024081
1546,Vandalism,10/12/2011 01:09:00 PM,Hardy Ave,11BU024098
1547,Ordinance Violation - Other,10/12/2011 01:33:00 PM,North St,11BU024099
1552,Traffic,10/12/2011 02:06:00 PM,Church St/king St,11BU024104
1559,Traffic,10/12/2011 02:38:00 PM,Beltline/manhattan Dr,11BU024111
1565,Ordinance Violation - Other,10/12/2011 03:24:00 PM,Institute Rd,11BU024117
1568,Trespass,10/12/2011 03:45:00 PM,N Champlain St,11BU024120
1570,Domestic Disturbance,10/12/2011 03:54:00 PM,Hyde St,11BU024122
1571,Intoxication,10/12/2011 03:59:00 PM,Main St,11BU024123
1572,Burglary,10/12/2011 04:03:00 PM,North St,11BU024124
1573,Mental Health Issue,10/12/2011 04:04:00 PM,S Winooski Ave,11BU024125
1574,Burglary,10/12/2011 04:31:00 PM,North St,11BU024126
1580,Burglary,10/12/2011 05:29:00 PM,Bayview St,11BU024132
1582,Traffic,10/12/2011 05:37:00 PM,Pine St/kilburn St,11BU024134
1586,Assault - Simple,10/12/2011 06:39:00 PM,Farrington Pkwy,11BU024138
1589,Trespass,10/12/2011 07:42:00 PM,Colchester Ave,11BU024141
1591,Noise,10/12/2011 08:07:00 PM,College St,11BU024143
