Incident Id,Call Type,Date,Location,Incident Number
12786,Traffic,02/28/2012 05:50:00 AM,Shelburne Rd/Ferguson Ave,12BU004849
12787,Traffic,02/28/2012 05:53:00 AM,Maple St/pine St,12BU004850
12792,Mental Health Issue,02/28/2012 08:48:00 AM,Birch Ct,12BU004855
12794,Traffic,02/28/2012 10:46:00 AM,Colchester Ave/University Pl,12BU004857
12795,Traffic,02/28/2012 09:56:00 AM,Manhattan Dr / Oak St,12BU004858
12802,Airport AOA Violation,02/28/2012 12:42:00 PM,Airport Dr,12BU004865
12804,Ordinance Violation - Other,02/28/2012 12:59:00 PM,City Hall Park,12BU004867
12806,Domestic Disturbance,02/28/2012 01:26:00 PM,North Ave,12BU004869
12811,Burglary,02/28/2012 07:00:00 PM,Lafountain St,12BU004873
12812,Mental Health Issue,02/28/2012 03:07:00 PM,Washington St,12BU004874
12813,Trespass,02/28/2012 03:10:00 PM,Church St,12BU004875
12816,Vandalism,02/28/2012 05:01:00 PM,Lake St,12BU004878
12818,Domestic Disturbance,02/28/2012 06:17:00 PM,North St,12BU004880
12821,Traffic,02/28/2012 07:11:00 PM,Main St/Summit St,12BU004883
12822,Traffic,02/28/2012 07:23:00 PM,Riverside Ave/N Prospect St,12BU004884
12825,Traffic,02/28/2012 07:44:00 PM,S Willard St/Beech St,12BU004887
12827,Noise,02/28/2012 08:18:00 PM,Pearl St,12BU004889
12828,Traffic,02/28/2012 08:18:00 PM,Battery St/College St,12BU004890
12830,Traffic,02/28/2012 08:31:00 PM,Main St/S Williams St,12BU004892
12832,Noise,02/28/2012 09:04:00 PM,Crombie St,12BU004894
12833,Traffic,02/28/2012 09:12:00 PM,S Prospect St/Main St,12BU004895
12834,Noise,02/28/2012 09:23:00 PM,N Champlain St,12BU004896
12836,Noise,02/28/2012 10:13:00 PM,Murray St,12BU004898
12837,Traffic,02/28/2012 10:27:00 PM,Main St/S Prospect St,12BU004899
12838,Traffic,02/28/2012 10:44:00 PM,Pearl St/Hungerford Terr,12BU004900
12839,Trespass,02/28/2012 10:59:00 PM,Bank St,12BU004901
12840,Traffic,02/28/2012 11:37:00 PM,Shelburne Rd/Lyman Ave,12BU004902
12841,Traffic,02/28/2012 11:57:00 PM,N Champlain St/Sherman St,12BU004903
12842,Traffic,02/29/2012 12:03:00 AM,Rt 127/Manhattan Dr,12BU004904
12843,Traffic,02/29/2012 12:09:00 AM,Pearl St/N Willard St,12BU004905
12847,Intoxication,02/29/2012 01:41:00 AM,Colchester Ave,12BU004909
12848,Traffic,02/29/2012 01:48:00 AM,St Paul St/Bank St,12BU004910
12850,Noise,02/29/2012 02:40:00 AM,Riverside Ave,12BU004912
12855,Traffic,02/29/2012 06:51:00 AM,Battery St/Maple St,12BU004917
12856,Traffic,02/29/2012 06:53:00 AM,Grove St/Patchen Rd,12BU004918
12861,Traffic,02/29/2012 09:47:00 AM,Battery St / Cherry St,12BU004923
12862,Ordinance Violation - Other,02/29/2012 09:49:00 AM,City Hall Park,12BU004924
12868,Trespass,02/29/2012 12:27:00 PM,Pearl St,12BU004930
12869,Intoxication,02/29/2012 12:52:00 PM,Pearl St,12BU004931
12871,Larceny - from Building,02/29/2012 01:11:00 PM,N Champlain St,12BU004933
12879,Traffic,02/29/2012 03:44:00 PM,Intervale Rd/Gardener's Supply,12BU004941
12882,Larceny - from Building,02/29/2012 11:37:00 AM,N Winooski Ave,12BU004944
12883,Intoxication,02/29/2012 04:13:00 PM,Colchester Ave,12BU004945
12884,Traffic,02/29/2012 04:24:00 PM,Shelburne Rd / Hoover St,12BU004946
12885,Vandalism,02/29/2012 04:31:00 PM,N Winooski Ave,12BU004947
12888,Ordinance Violation - Other,02/29/2012 05:44:00 PM,Peru St,12BU004950
12889,Traffic,02/29/2012 05:57:00 PM,s winooski ave / cherry st,12BU004951
12890,Traffic,02/29/2012 06:19:00 PM,S Winooski Ave / Adams St,12BU004952
12895,Traffic,02/29/2012 07:44:00 PM,Ferguson Ave/Richardson St,12BU004957
12899,Trespass,02/29/2012 08:51:00 PM,Shelburne Rd,12BU004961
12900,Traffic,02/29/2012 09:05:00 PM,N Union St/N Winooski Ave,12BU004962
12901,Traffic,02/29/2012 09:30:00 PM,North Ave/Leddy Park Rd,12BU004963
12902,Domestic Disturbance,02/29/2012 10:14:00 PM,St Paul St,12BU004964
12906,Traffic,03/01/2012 12:14:00 AM,N Champlain St/Sherman St,12BU004968
12907,Intoxication,03/01/2012 12:21:00 AM,Colchester Ave,12BU004969
12908,Traffic,03/01/2012 01:21:00 AM,Colchester Ave/Thibault Pkwy,12BU004970
12909,Traffic,03/01/2012 01:32:00 AM,Jughandle,12BU004971
12913,Mental Health Issue,03/01/2012 02:56:00 AM,Manhattan Dr,12BU004975
12919,Vandalism,03/01/2012 08:02:00 AM,North St/School St,12BU004981
12921,Traffic,03/01/2012 08:41:00 AM,Colchester Av/Thibault Pkwy,12BU004983
12924,Larceny - from Building,02/29/2012 06:33:00 PM,Pearl St,12BU004986
12932,Stolen Vehicle,03/01/2012 12:15:00 PM,Harrison Ave,12BU004994
12938,Traffic,03/01/2012 02:43:00 PM,Riverside Ave/Bright St,12BU005000
12942,Traffic,03/01/2012 04:38:00 PM,North Av/woodlawn Rd,12BU005004
12943,Traffic,03/01/2012 05:05:00 PM,North Ave/Ethan Allen Parkway,12BU005005
12947,Traffic,03/01/2012 05:51:00 PM,S Willard St/Tower Ter,12BU005009
12948,Traffic,03/01/2012 06:09:00 PM,St Paul St/Adams St,12BU005010
12949,Traffic,03/01/2012 06:14:00 PM,Jughandle,12BU005011
12950,Traffic,03/01/2012 06:15:00 PM,Manhattan Dr/Oak St,12BU005012
12951,Traffic,03/01/2012 06:20:00 PM,S Willard St/Tower Ter,12BU005013
12954,Noise,03/01/2012 06:52:00 PM,Peru St,12BU005016
12956,Traffic,03/01/2012 07:12:00 PM,North Ave/Institute Rd,12BU005018
12957,Traffic,03/01/2012 07:15:00 PM,Riverside Ave/Hyde St,12BU005019
12958,Traffic,03/01/2012 07:47:00 PM,North Ave/Institute Rd,12BU005020
12959,Traffic,03/01/2012 07:58:00 PM,St Paul St/King St,12BU005021
12960,Traffic,03/01/2012 08:11:00 PM,North Ave/Poirier Pl,12BU005022
12961,Traffic,03/01/2012 08:15:00 PM,N Winooski Ave/Decatur St,12BU005023
12962,Traffic,03/01/2012 08:34:00 PM,Main St/Battery St,12BU005024
12963,Traffic,03/01/2012 08:36:00 PM,Archibald St/Spring St,12BU005025
12966,Traffic,03/01/2012 08:48:00 PM,S Union St/Buell St,12BU005028
12967,Traffic,03/01/2012 08:56:00 PM,College St / Hungerford Terr,12BU005029
12968,Traffic,03/01/2012 09:08:00 PM,N Champlain St/Manhattan Dr,12BU005030
12970,Traffic,03/01/2012 09:25:00 PM,North Ave/Convent Sq,12BU005032
12972,Traffic,03/01/2012 10:06:00 PM,Battery St/Pearl St,12BU005034
12974,Traffic,03/01/2012 10:36:00 PM,S Winooski Ave/College St,12BU005036
12975,Traffic,03/01/2012 10:41:00 PM,N Winooski Ave/Archibald St,12BU005037
12976,Intoxication,03/01/2012 10:44:00 PM,Church St,12BU005038
12978,Noise,03/01/2012 10:54:00 PM,Buell St,12BU005040
12979,Traffic,03/01/2012 11:09:00 PM,Riverside Ave/N Prospect St,12BU005041
12980,Traffic,03/01/2012 11:25:00 PM,St Paul St/Howard St,12BU005042
12981,Traffic,03/01/2012 11:29:00 PM,North Ave/North St,12BU005043
12982,Traffic,03/01/2012 11:40:00 PM,Main St/St Paul St,12BU005044
12983,Noise,03/01/2012 11:43:00 PM,S Winooski Ave,12BU005045
12986,Robbery,03/02/2012 12:11:00 AM,St Paul St,12BU005048
12987,Noise,03/02/2012 12:19:00 AM,Hoover St,12BU005049
12988,Traffic,03/02/2012 01:10:00 AM,Shelburne Rd/Scarff Ave,12BU005050
12989,Traffic,03/02/2012 01:27:00 AM,Pearl St/N Prospect St,12BU005051
12991,Intoxication,03/02/2012 01:44:00 AM,Main St,12BU005053
12993,Mental Health Issue,03/02/2012 03:06:00 AM,Main St,12BU005055
12995,Noise,03/02/2012 04:56:00 AM,Bright St,12BU005057
12997,Ordinance Violation - Other,03/02/2012 07:50:00 AM,Pine St/Queen City Pk Rd,12BU005059
12999,Traffic,03/02/2012 09:04:00 AM,Riverside Ave / N Prospect st,12BU005061
13001,Traffic,03/02/2012 09:20:00 AM,Main St/summit St,12BU005063
13003,Traffic,03/02/2012 09:28:00 AM,S Prospect St/Pearl St,12BU005065
13004,Traffic,03/02/2012 09:40:00 AM,Pine St/Sears Ln,12BU005066
13006,Traffic,03/02/2012 10:11:00 AM,Main St / Beaumont Ext,12BU005068
13009,Larceny - from Building,03/01/2012 02:43:00 PM,Buell St,12BU005071
13011,Trespass,03/02/2012 11:23:00 AM,North Ave,12BU005073
13012,Larceny - from Building,03/01/2012 02:57:00 PM,Main St,12BU005074
13013,Vandalism,03/01/2012 05:56:00 PM,Washington St,12BU005075
13015,Mental Health Issue,03/02/2012 12:03:00 PM,St Paul St,12BU005077
13016,Traffic,03/02/2012 12:17:00 PM,Park St/Poplar St,12BU005078
13017,Traffic,03/02/2012 12:52:00 PM,St Paul St/Adams St,12BU005079
13020,Traffic,03/02/2012 02:22:00 PM,S Winooski Ave / Cherry St,12BU005082
13024,Traffic,03/02/2012 02:54:00 PM,North Av/Crowley st,12BU005086
13025,Traffic,03/02/2012 03:12:00 PM,College St / Church St,12BU005087
13026,Traffic,03/02/2012 03:48:00 PM,North Av/Beltline,12BU005088
13027,Traffic,03/02/2012 03:56:00 PM,N Winooski Ave/Grant St,12BU005089
13028,Traffic,03/02/2012 04:20:00 PM,Jughandle,12BU005090
13032,Vandalism,03/02/2012 05:15:00 PM,N Champlain St,12BU005094
13033,Traffic,03/02/2012 06:11:00 PM,Battery St/Cherry St,12BU005095
13037,Noise,03/02/2012 07:15:00 PM,North Ave,12BU005099
13038,Noise,03/02/2012 07:24:00 PM,Pearl St,12BU005100
13042,Mental Health Issue,03/02/2012 08:16:00 PM,North Ave/Tracy Dr,12BU005104
13043,Traffic,03/02/2012 08:20:00 PM,St Paul St/Maple St,12BU005105
13045,Traffic,03/02/2012 08:51:00 PM,Main St/S Union St,12BU005107
13048,Traffic,03/02/2012 10:03:00 PM,Park St/Monroe St,12BU005110
13049,Traffic,03/02/2012 10:07:00 PM,Archibald St/Bright St,12BU005111
13052,Intoxication,03/02/2012 10:36:00 PM,Colchester Av,12BU005114
13055,Traffic,03/02/2012 11:17:00 PM,S Willard St/Chittenden Dr,12BU005117
13056,Trespass,03/02/2012 11:19:00 PM,S Prospect St,12BU005118
13061,Traffic,03/03/2012 12:14:00 AM,Main St/ University Hgts,12BU005123
13062,Traffic,03/03/2012 12:22:00 AM,S Winooski Ave / Cherry St,12BU005124
13063,Intoxication,03/03/2012 12:28:00 AM,Elmwood Ave,12BU005125
13064,Intoxication,03/03/2012 12:41:00 AM,College St,12BU005126
13065,Traffic,03/03/2012 12:42:00 AM,S Winooski Ave/Bank St,12BU005127
13068,Alcohol Offense,03/03/2012 01:13:00 AM,Pearl St/N Union St,12BU005130
13069,Traffic,03/03/2012 01:27:00 AM,Main St/S Winooski Ave,12BU005131
13072,Traffic,03/03/2012 02:30:00 AM,Maple St/s Willard St,12BU005134
13075,Intoxication,03/03/2012 02:37:00 AM,Main St/S Willard St,12BU005137
13076,Intoxication,03/03/2012 02:40:00 AM,Church St/Bank St,12BU005138
13077,Ordinance Violation - Other,03/03/2012 03:04:00 AM,Orchard Terr,12BU005139
13078,Intoxication,03/03/2012 03:29:00 AM,355 1/2 S Union St,12BU005140
13080,Ordinance Violation - Other,03/03/2012 03:33:00 AM,Orchard Terrace/pearl St,12BU005142
13082,Intoxication,03/03/2012 04:01:00 AM,Colchester Av,12BU005144
13086,Intoxication,03/03/2012 05:54:00 AM,Colchester Av,12BU005148
13089,Trespass,03/03/2012 07:25:00 AM,S Winooski Ave,12BU005151
13092,Ordinance Violation - Other,03/03/2012 08:55:00 AM,Battery St,12BU005154
13094,Mental Health Issue,03/03/2012 09:29:00 AM,Church St/Cherry St,12BU005156
13095,Traffic,03/03/2012 09:35:00 AM,N Winooski Av/grant St,12BU005157
13096,Vandalism,03/03/2012 09:53:00 AM,Colchester Av,12BU005158
13097,Vandalism,03/03/2012 10:26:00 AM,Main St,12BU005159
13098,Vandalism,03/03/2012 10:44:00 AM,Austin Dr,12BU005160
13102,Stolen Vehicle,03/03/2012 12:08:00 PM,Cherry St,12BU005164
13103,Vandalism,03/03/2012 12:38:00 PM,S Union St/Adams St,12BU005165
13106,Intoxication,03/03/2012 01:57:00 PM,Church St/Cherry St,12BU005168
13109,Noise,03/03/2012 03:06:00 PM,Buell St,12BU005171
13114,Intoxication,03/03/2012 03:55:00 PM,N Champlain St,12BU005176
13115,Intoxication,03/03/2012 03:58:00 PM,Main St,12BU005177
13118,Intoxication,03/03/2012 04:27:00 PM,Colchester Ave,12BU005180
13119,Ordinance Violation - Other,03/03/2012 04:28:00 PM,Church St,12BU005181
13120,Intoxication,03/03/2012 04:28:00 PM,Church St,12BU005182
13121,Intoxication,03/03/2012 04:30:00 PM,N Union St,12BU005183
13123,Vandalism,03/03/2012 04:44:00 PM,Pearl St,12BU005185
13124,Ordinance Violation - Other,03/03/2012 04:45:00 PM,Church Street,12BU005186
13125,Mental Health Issue,03/03/2012 04:50:00 PM,Riverside Ave/N Winooski Ave,12BU005187
13126,Intoxication,03/03/2012 05:03:00 PM,Church Street,12BU005188
13127,Intoxication,03/03/2012 05:16:00 PM,N Union St,12BU005189
13140,Ordinance Violation - Other,03/03/2012 06:44:00 PM,City Hall Park,12BU005202
13141,Noise,03/03/2012 06:44:00 PM,Church,12BU005203
13144,Noise,03/03/2012 07:01:00 PM,Pearl St,12BU005206
13146,Ordinance Violation - Other,03/03/2012 07:16:00 PM,Main St/Church St,12BU005208
13151,Noise,03/03/2012 08:19:00 PM,Austin Dr,12BU005213
13152,Intoxication,03/03/2012 08:22:00 PM,Johnson St,12BU005214
13155,Vandalism,03/03/2012 09:03:00 PM,Main St,12BU005217
13157,Traffic,03/03/2012 09:29:00 PM,Main St/S Union St,12BU005219
13158,Intoxication,03/03/2012 09:32:00 PM,Church St/College St,12BU005220
13159,Traffic,03/03/2012 09:37:00 PM,Shelburne Rd/Home Ave,12BU005221
13162,Noise,03/03/2012 10:33:00 PM,N Union St,12BU005224
13165,Traffic,03/04/2012 12:14:00 AM,St. Paul St/ King St,12BU005227
13166,Noise,03/04/2012 12:15:00 AM,Pearl St,12BU005228
13167,Ordinance Violation - Other,03/04/2012 12:23:00 AM,North Ave,12BU005229
13171,Noise,03/04/2012 12:50:00 AM,Loomis St/Isham St,12BU005233
13174,Trespass,03/04/2012 01:02:00 AM,Church St,12BU005236
13177,Assault - Simple,03/04/2012 01:34:00 AM,Church St,12BU005239
13179,Intoxication,03/04/2012 02:33:00 AM,Church St,12BU005241
13180,Intoxication,03/04/2012 02:51:00 AM,Colchester Av,12BU005242
13181,Traffic,03/04/2012 02:56:00 AM,North St/Lafountain St,12BU005243
13182,Mental Health Issue,03/04/2012 03:19:00 AM,Elmwood Ave,12BU005244
13184,Intoxication,03/04/2012 06:43:00 AM,Colchester Ave,12BU005246
13186,Vandalism,03/04/2012 08:38:00 AM,Mansfield Ave,12BU005248
13190,Domestic Disturbance,03/04/2012 10:51:00 AM,Church St,12BU005252
13191,Vandalism,03/04/2012 11:04:00 AM,St Paul St,12BU005253
13195,Mental Health Issue,03/04/2012 12:11:00 PM,Ave B,12BU005257
13202,Traffic,03/04/2012 02:55:00 PM,Central Ave/Wright Ave,12BU005264
13207,Intoxication,03/04/2012 03:30:00 PM,North Ave,12BU005269
13208,Traffic,03/04/2012 03:43:00 PM,North Ave/Woodlawn Rd,12BU005270
13209,Domestic Disturbance,03/04/2012 05:52:00 PM,N Williams St,12BU005271
13210,Traffic,03/04/2012 06:46:00 PM,North Ave/Staniford Rd,12BU005272
13211,Traffic,03/04/2012 06:51:00 PM,Jughandle,12BU005273
13212,Traffic,03/04/2012 07:02:00 PM,North St/N Winooski Ave,12BU005274
13213,Ordinance Violation - Other,03/04/2012 07:26:00 PM,Riverside Ave,12BU005275
13214,Traffic,03/04/2012 07:39:00 PM,Main St/Battery St,12BU005276
13215,Traffic,03/04/2012 07:47:00 PM,Shelburne Rd/Hoover St,12BU005277
13217,Traffic,03/04/2012 07:53:00 PM,North Ave/Convent Sq,12BU005279
13218,Traffic,03/04/2012 07:54:00 PM,Main St/Pine St,12BU005280
13220,Traffic,03/04/2012 08:14:00 PM,St Paul St/Adams St,12BU005282
13221,Traffic,03/04/2012 08:16:00 PM,North Ave/Convent Sq,12BU005283
13222,Traffic,03/04/2012 08:42:00 PM,North Ave/Ward St,12BU005284
13225,Trespass,03/04/2012 09:19:00 PM,North Ave,12BU005287
13228,Traffic,03/04/2012 10:41:00 PM,Pearl St/Battery St,12BU005290
13229,Intoxication,03/04/2012 11:00:00 PM,Colchester Ave,12BU005291
13231,Domestic Disturbance,03/05/2012 12:05:00 AM,Summit St,12BU005293
13233,Traffic,03/05/2012 01:19:00 AM,Main St/Church St,12BU005295
13234,Traffic,03/05/2012 02:05:00 AM,N Champlain St/Manhattan Dr,12BU005296
13236,Vandalism,03/05/2012 02:36:00 AM,Sears,12BU005298
13238,Vandalism,03/05/2012 03:29:00 AM,Pine St,12BU005300
13240,Traffic,03/05/2012 03:46:00 AM,North Ave/Convent Sq,12BU005302
13243,Burglary,03/05/2012 08:28:00 AM,North Ave,12BU005305
13245,Burglary,03/05/2012 11:19:00 AM,Colchester Ave,12BU005307
13247,Traffic,03/05/2012 09:32:00 AM,Pearl St/St. Paul St,12BU005309
13252,Traffic,03/05/2012 12:20:00 PM,Walnut St/Oak St,12BU005314
13257,Traffic,03/05/2012 01:52:00 PM,BIAP,12BU005319
13260,Traffic,03/05/2012 02:19:00 PM,Pearl St/Church St,12BU005322
13262,Traffic,03/05/2012 03:06:00 PM,Pearl St/Church St,12BU005324
13263,Traffic,03/05/2012 03:30:00 PM,S Union St/College St,12BU005325
13264,Traffic,03/05/2012 03:44:00 PM,S Willard St/Chittenden Dr,12BU005326
13266,Traffic,03/05/2012 03:52:00 PM,St. Paul St/Kilburn St,12BU005328
13267,Traffic,03/05/2012 04:04:00 PM,Pine St/Home Ave,12BU005329
13269,Traffic,03/05/2012 04:48:00 PM,Shelburne Rd/Prospect Pkwy,12BU005331
13271,Larceny - from Building,03/05/2012 05:25:00 PM,Valade Park,12BU005333
13273,Traffic,03/05/2012 06:10:00 PM,Cliff St/Summit Ridge,12BU005335
13274,Trespass,03/05/2012 06:32:00 PM,S Prospect St,12BU005336
13276,Traffic,03/05/2012 07:10:00 PM,S Willard St/Howard St,12BU005338
13277,Traffic,03/05/2012 07:17:00 PM,Main St/S Prospect St,12BU005339
13278,Traffic,03/05/2012 07:25:00 PM,S Willard St/Tower Ter,12BU005340
13280,Traffic,03/05/2012 07:37:00 PM,Main St/S Prospect St,12BU005342
13281,Traffic,03/05/2012 08:05:00 PM,Main St/University Terr,12BU005343
13282,Traffic,03/05/2012 08:11:00 PM,S Willard St / Howard St,12BU005344
13283,Domestic Disturbance,03/05/2012 08:16:00 PM,Leddy Park Rd,12BU005345
13284,Traffic,03/05/2012 08:19:00 PM,Main St/S Williams St,12BU005346
13286,Traffic,03/05/2012 09:03:00 PM,S Prospect St/College St,12BU005348
13287,Traffic,03/05/2012 09:07:00 PM,Main St/S Union St,12BU005349
13289,Mental Health Issue,03/05/2012 09:28:00 PM,Lori Lane,12BU005351
13290,Traffic,03/05/2012 09:30:00 PM,S Winooski Ave/Cherry St,12BU005352
13291,Traffic,03/05/2012 10:23:00 PM,Main St/S Prospect St,12BU005353
13292,Traffic,03/05/2012 10:37:00 PM,Shelburne Rd/Ferguson Ave,12BU005354
13296,Trespass,03/05/2012 10:57:00 PM,Maple St,12BU005358
13297,Traffic,03/05/2012 11:00:00 PM,Maple St/Summit St,12BU005359
13298,Traffic,03/05/2012 11:15:00 PM,N Winooski Ave/Grant St,12BU005360
13299,Traffic,03/05/2012 11:31:00 PM,S Willard St/Ledge Rd,12BU005361
13301,Traffic,03/05/2012 11:34:00 PM,North Ave/Sherman St,12BU005363
13302,Traffic,03/05/2012 11:47:00 PM,Main St/East Ave,12BU005364
13303,Traffic,03/06/2012 12:37:00 AM,Pearl St/Battery St,12BU005365
13304,Traffic,03/06/2012 12:49:00 AM,Main St/Spear St,12BU005366
13305,Traffic,03/06/2012 01:01:00 AM,Pearl St/S Prospect St,12BU005367
13306,Traffic,03/06/2012 01:09:00 AM,Strong St/Drew St,12BU005368
13307,Traffic,03/06/2012 01:25:00 AM,Pearl St/Clarke St,12BU005369
13308,Traffic,03/06/2012 01:37:00 AM,Pine St/Kilburn St,12BU005370
13310,Traffic,03/06/2012 02:56:00 AM,Riverside Ave/Colchester Ave,12BU005372
13313,Traffic,03/06/2012 07:22:00 AM,Pearl St/lafayette Pl,12BU005375
13317,Vandalism,03/06/2012 08:48:00 AM,Intervale Ave,12BU005379
13322,Traffic,03/06/2012 11:10:00 AM,East Ave/Bilodeau Ct,12BU005384
13325,Traffic,03/06/2012 11:27:00 AM,East Ave / East Village Dr,12BU005387
13329,Traffic,03/06/2012 12:26:00 PM,Main St/S Union St,12BU005391
13331,Traffic,03/06/2012 01:57:00 PM,Pine St/Marble Ave,12BU005393
13332,Intoxication,03/06/2012 02:30:00 PM,BIAP,12BU005394
13334,Traffic,03/06/2012 02:43:00 PM,Colchester Ave/Fletcher Pl,12BU005396
13337,Traffic,03/06/2012 03:20:00 PM,S Willard St / Maple St,12BU005399
13340,Traffic,03/06/2012 03:36:00 PM,N Prospect St / Brookes Ave,12BU005402
13341,Trespass,03/06/2012 05:41:00 PM,Main St,12BU005403
13343,Mental Health Issue,03/06/2012 05:51:00 PM,N Winooski Ave,12BU005405
13347,Traffic,03/06/2012 06:42:00 PM,Pine St/Flynn Ave,12BU005409
13348,Traffic,03/06/2012 06:47:00 PM,North Ave/North St,12BU005410
13353,Larceny - from Building,03/06/2012 09:20:00 PM,Intervale Ave,12BU005415
13355,Mental Health Issue,03/06/2012 09:28:00 PM,Summit St,12BU005417
13357,Traffic,03/06/2012 10:24:00 PM,Riverside Ave/Hyde St,12BU005419
13358,Intoxication,03/07/2012 12:10:00 AM,Colchester Av,12BU005420
13360,Mental Health Issue,03/07/2012 03:40:00 AM,Intervale Ave,12BU005422
13361,Traffic,03/07/2012 06:45:00 AM,Battery St/Cherry St,12BU005423
13362,Traffic,03/07/2012 07:13:00 AM,Battery St/Pearl St,12BU005424
13363,Traffic,03/07/2012 07:28:00 AM,North Ave/ Institute Rd,12BU005425
13364,Vandalism,03/07/2012 07:52:00 AM,Avenue C,12BU005426
13368,Traffic,03/07/2012 08:33:00 AM,Hyde St/Pomeroy St,12BU005430
13372,Traffic,03/07/2012 10:16:00 AM,Manhattan Dr/Rose St,12BU005434
13382,Traffic,03/06/2012 08:00:00 PM,S Willard St/Jackson Ct,12BU005444
13385,Traffic,03/07/2012 01:42:00 PM,Riverside Ave/Bright St,12BU005447
13386,Traffic,03/07/2012 01:51:00 PM,Colchester Av/Thibault Pkwy,12BU005448
13388,Traffic,03/07/2012 02:22:00 PM,East Ave/E Village Dr,12BU005450
13389,Intoxication,03/07/2012 02:26:00 PM,Church St,12BU005451
13392,Traffic,03/07/2012 02:33:00 PM,S Prospect St/College st,12BU005454
13393,Traffic,03/07/2012 02:35:00 PM,Pine St/Lakeside Ave,12BU005455
13402,Burglary,03/07/2012 03:59:00 PM,Murray St,12BU005464
13407,Intoxication,03/07/2012 04:31:00 PM,City Hall Park,12BU005469
13412,Traffic,03/07/2012 06:03:00 PM,Plattsburgh Ave/Beltline,12BU005474
13415,Intoxication,03/07/2012 06:08:00 PM,S Winooski Ave,12BU005477
13418,Intoxication,03/07/2012 06:38:00 PM,Main St/St Paul St,12BU005480
13420,Traffic,03/07/2012 07:17:00 PM,N Champlain St/Peru St,12BU005482
13423,Traffic,03/07/2012 07:44:00 PM,Pine St/Home Ave,12BU005485
13424,Domestic Disturbance,03/07/2012 07:51:00 PM,Cherry St,12BU005486
13427,Traffic,03/07/2012 08:39:00 PM,S Winooski Ave/Cherry St,12BU005489
13428,Intoxication,03/07/2012 08:58:00 PM,Pearl St,12BU005490
13429,Traffic,03/07/2012 09:10:00 PM,North St/Drew St,12BU005491
13430,Traffic,03/07/2012 09:17:00 PM,North St/Booth St,12BU005492
13431,Mental Health Issue,03/07/2012 09:20:00 PM,Waterfront Park,12BU005493
13433,Mental Health Issue,03/07/2012 10:34:00 PM,Flynn Ave,12BU005495
13438,Trespass,03/08/2012 12:20:00 AM,Church St,12BU005500
13439,Trespass,03/08/2012 12:28:00 AM,Maple St,12BU005501
13440,Mental Health Issue,03/08/2012 12:53:00 AM,Colchester Ave,12BU005502
13445,Mental Health Issue,03/08/2012 04:13:00 AM,Pine St/Flynn Ave,12BU005507
13448,Traffic,03/08/2012 07:14:00 AM,Battery St/Cherry St,12BU005510
13453,Burglary,03/08/2012 09:36:00 AM,North St,12BU005515
13457,Traffic,03/08/2012 10:15:00 AM,S Prospect St/College St,12BU005519
13462,Larceny - from Building,03/08/2012 10:44:00 AM,Colchester Ave,12BU005524
13463,Traffic,03/08/2012 10:48:00 AM,Beltline/Colchester Bridge,12BU005525
13464,Traffic,03/08/2012 11:09:00 AM,Pearl St/N Champlain St,12BU005526
13470,Larceny - from Building,03/08/2012 12:36:00 PM,S Williams St,12BU005532
13472,Ordinance Violation - Other,03/08/2012 01:11:00 PM,S Winooski Ave,12BU005534
13473,Vandalism,03/08/2012 01:12:00 PM,Washington St,12BU005535
13477,Burglary,03/08/2012 01:45:00 PM,N Union St,12BU005539
13480,Trespass,03/08/2012 02:11:00 PM,Church St,12BU005542
13499,Mental Health Issue,03/08/2012 03:43:00 PM,Riverside Ave,12BU005561
13504,Intoxication,03/08/2012 05:04:00 PM,City Hall Park,12BU005566
13507,Domestic Disturbance,03/08/2012 05:08:00 PM,Ethan Allen Pkwy,12BU005569
13513,Vandalism,03/08/2012 05:53:00 PM,463 1/2 Manhattan Dr,12BU005575
13518,Traffic,03/08/2012 07:56:00 PM,North Ave / Beltline,12BU005580
13520,Traffic,03/08/2012 08:08:00 PM,N Winooski Ave/Archibald St,12BU005582
13522,Traffic,03/08/2012 09:19:00 PM,N Winooski Ave/Archibald St,12BU005584
13523,Traffic,03/08/2012 09:22:00 PM,Loomis St/Mansfield Ave,12BU005585
13524,Traffic,03/08/2012 09:29:00 PM,Riverside Ave / Hillside Ter,12BU005586
13525,Traffic,03/08/2012 09:46:00 PM,North Ave/Leonard St,12BU005587
13526,Domestic Assault - Misd,03/08/2012 10:07:00 PM,Hyde St,12BU005588
13528,Traffic,03/08/2012 10:39:00 PM,Pine St/Howard St,12BU005590
13530,Traffic,03/08/2012 11:26:00 PM,Main St/S Union St,12BU005592
13531,Noise,03/08/2012 11:31:00 PM,Clarke St,12BU005593
13536,Traffic,03/09/2012 12:37:00 AM,Riverside Ave/N Prospect St,12BU005598
13542,Traffic,03/09/2012 02:32:00 AM,Main St/Church St,12BU005604
13545,Traffic,03/09/2012 02:51:00 AM,Winooski Bridge,12BU005607
13546,Traffic,03/09/2012 03:11:00 AM,Pearl St/Elmwood Ave,12BU005608
13547,Intoxication,03/09/2012 04:57:00 AM,Main St/S Willard St,12BU005609
13548,Burglary,03/09/2012 07:43:00 AM,Pine St,12BU005610
13554,Traffic,03/09/2012 09:16:00 AM,Bank St / St Paul St,12BU005616
13558,Traffic,03/09/2012 10:43:00 AM,Shelburne Rd/Locust St,12BU005620
13562,Noise,03/09/2012 11:28:00 AM,Elmwood Ave,12BU005624
